start_time,end_time,start_latitude,start_longitude,end_latitude,end_longitude,distance
2014-05-11 14:17:42,2014-05-11 14:52:49,42.37611069737297,-71.1930754394777,42.39092302723389,-71.11975706310412,7.710
2014-05-11 17:15:33,2014-05-11 17:37:30,42.39092302723389,-71.11975706310412,42.37611069737297,-71.1930754394777,7.765
